ShipmentID,OrderID,ShippingCost,Status
905724,508192,126.82,Delivered
905725,546766,197.87,Returned
905726,508296,45.14,Delivered
905727,517514,184.88,Lost
905728,540010,127.64,Lost
905729,536360,162.57,Lost
905730,507306,179.33,Delivered
905731,506632,142.83,Returned
905732,515564,68.02,Delivered
905733,510040,28.52,Lost
905734,523324,83.73,Lost
905735,544796,180.36,Returned
905736,544483,118.19,Returned
905737,523961,198.34,Delivered
905738,505077,139.5,Delivered
905739,505007,53.89,In Transit
905740,511993,168.3,Returned
905741,515470,81.43,Delivered
905742,522411,177.04,In Transit
905743,527218,21.46,Lost
905744,516439,120.93,Lost
905745,508856,142.67,Returned
905746,543192,199.73,Delivered
905747,519808,119.8,Lost
905748,524993,129.73,Delivered
905749,512414,184.64,Delivered
905750,514000,34.72,Lost
905751,508311,177.3,In Transit
905752,512107,71.24,Lost
905753,537388,113.85,Lost
905754,521519,84.2,Lost
905755,506898,92.45,Delivered
905756,532464,183.27,Returned
905757,509021,23.14,In Transit
905758,503285,153.89,Returned
905759,504661,157.42,Returned
905760,527760,151.6,Returned
905761,526550,192.79,Delivered
905762,525135,165.54,Lost
905763,521412,69.43,In Transit
905764,527918,182.05,Lost
905765,524966,104.22,Delivered
905766,522148,128.86,Delivered
905767,509905,123.23,Delivered
905768,520579,155.0,Lost
905769,536035,149.82,In Transit
905770,501034,93.94,Returned
905771,527708,93.8,Delivered
905772,519947,36.81,Lost
905773,517454,188.55,In Transit
905774,525311,185.81,Delivered
905775,543176,145.69,Lost
905776,519039,29.58,Returned
905777,501705,172.67,Lost
905778,504916,75.32,Delivered
905779,521078,193.52,Returned
905780,518007,189.77,Lost
905781,503812,181.85,Delivered
905782,540408,35.0,In Transit
905783,524910,24.55,Lost
905784,516628,149.22,Returned
905785,501473,150.21,Returned
905786,530720,90.21,Returned
905787,539412,187.98,In Transit
905788,502920,33.98,Delivered
905789,541595,112.18,Returned
905790,526889,94.3,Lost
905791,531172,111.29,Lost
905792,528285,128.59,Lost
905793,538269,83.03,Delivered
905794,540887,186.71,Lost
905795,529444,112.63,In Transit
905796,520974,34.93,Delivered
905797,540160,72.47,Delivered
905798,530201,138.39,Lost
905799,532152,82.94,Lost
905800,539504,73.78,Delivered
905801,524200,103.24,Returned
905802,502395,68.5,Delivered
905803,512659,69.59,Delivered
905804,505127,177.88,Lost
905805,502107,139.52,Lost
905806,517541,167.86,In Transit
905807,517425,28.54,In Transit
905808,537723,129.04,Returned
905809,531648,124.5,Lost
905810,547269,197.56,Returned
905811,538973,71.57,Returned
905812,527044,109.73,Delivered
905813,547420,67.43,Lost
905814,546660,99.25,Delivered
905815,536921,26.58,Lost
905816,501194,68.08,Lost
905817,530195,38.0,In Transit
905818,532906,160.79,Lost
905819,517727,73.51,In Transit
905820,530321,91.74,Returned
905821,507233,71.34,Lost
905822,545753,199.11,In Transit
905823,518782,173.31,In Transit
905824,528355,199.04,Lost
905825,525800,195.87,In Transit
905826,541192,65.13,Returned
905827,535392,107.56,Delivered
905828,545492,148.48,In Transit
905829,544503,108.97,Returned
905830,515726,94.88,Lost
905831,521403,131.84,Lost
905832,545363,192.82,Returned
905833,512465,100.52,In Transit
905834,522250,41.4,In Transit
905835,520632,33.27,Returned
905836,525063,65.98,Returned
905837,548722,58.61,Lost
905838,502927,137.97,Delivered
905839,534043,159.08,Returned
905840,534396,83.49,Delivered
905841,546515,32.75,Returned
905842,535862,114.74,Returned
905843,519476,30.67,Returned
905844,545813,183.11,In Transit
905845,503218,131.67,Lost
905846,532508,85.2,Delivered
905847,541283,83.91,In Transit
905848,541410,177.94,Returned
905849,544341,181.26,Returned
905850,534199,90.99,Delivered
905851,534606,165.77,Returned
905852,531693,153.45,Delivered
905853,518290,66.01,In Transit
905854,513185,26.36,Lost
905855,532113,150.5,Delivered
905856,528038,63.29,In Transit
905857,531794,103.47,Lost
905858,544407,116.02,In Transit
905859,524335,171.88,Delivered
905860,525469,172.01,Lost
905861,547799,135.3,Lost
905862,514812,155.27,Returned
905863,545734,138.29,Returned
905864,502230,74.55,In Transit
905865,506064,151.51,In Transit
905866,514760,186.6,Lost
905867,519966,154.22,In Transit
905868,504971,35.06,Lost
905869,515049,89.53,Lost
905870,506655,149.22,Delivered
905871,501989,194.49,Returned
905872,536802,124.21,Delivered
905873,535330,130.55,Returned
905874,501486,171.13,Returned
905875,539208,44.01,Returned
905876,533830,90.43,Lost
905877,504280,59.57,Delivered
905878,508619,86.66,Lost
905879,507208,120.43,Delivered
905880,547548,66.59,Lost
905881,504242,178.96,In Transit
905882,545988,95.98,Returned
905883,507999,86.33,Delivered
905884,549958,57.04,In Transit
905885,510792,24.94,Lost
905886,508617,194.46,Lost
905887,505871,36.48,Lost
905888,542040,176.94,Delivered
905889,523411,152.38,In Transit
905890,500937,185.97,In Transit
905891,544708,40.29,In Transit
905892,504331,181.52,Lost
905893,530303,39.45,In Transit
905894,535195,38.95,Returned
905895,511443,42.52,Delivered
905896,503283,154.26,Lost
905897,525009,62.28,In Transit
905898,522982,116.27,Lost
905899,534453,43.46,Delivered
905900,518676,188.32,Returned
905901,530790,142.04,Delivered
905902,525549,41.32,Delivered
905903,544228,136.1,Returned
905904,528250,192.29,Lost
905905,512610,195.11,In Transit
905906,518908,187.85,Lost
905907,506541,44.11,Delivered
905908,521023,159.78,Lost
905909,523536,41.47,In Transit
905910,512267,99.01,Returned
905911,507590,161.33,Lost
905912,503665,163.42,Lost
905913,511506,198.34,Delivered
905914,516182,114.41,Returned
905915,508158,75.89,Lost
905916,512870,105.48,Delivered
905917,503722,36.5,Returned
905918,527721,195.23,In Transit
905919,536561,38.8,Delivered
905920,535778,37.75,In Transit
905921,513708,117.6,Returned
905922,504928,143.84,Returned
905923,530941,141.46,Lost
905924,517238,182.91,Returned
905925,531790,45.11,In Transit
905926,533977,135.22,Returned
905927,510519,126.46,Lost
905928,503072,104.17,Returned
905929,505695,196.81,In Transit
905930,504574,119.51,Lost
905931,543226,45.79,Delivered
905932,523646,191.73,Delivered
905933,545934,195.6,Delivered
905934,543590,46.07,Returned
905935,512316,22.86,Returned
905936,541195,124.01,Delivered
905937,508687,108.39,In Transit
905938,516688,152.29,Delivered
905939,536134,62.59,Delivered
905940,524267,105.71,Returned
905941,501251,102.46,Lost
905942,519424,154.77,In Transit
905943,511971,73.48,Delivered
905944,507704,88.04,In Transit
905945,542789,105.38,Lost
905946,530106,78.89,Returned
905947,516770,51.51,Delivered
905948,534202,40.61,Returned
905949,532452,164.23,Delivered
905950,507537,87.66,Lost
905951,504511,42.15,Lost
905952,503572,128.6,Delivered
905953,501950,172.16,Returned
905954,502703,116.25,Returned
905955,529830,161.68,Lost
905956,533182,27.37,In Transit
905957,540595,116.08,In Transit
905958,538164,141.86,Returned
905959,519154,160.74,Delivered
905960,503473,44.57,Lost
905961,545627,84.36,Returned
905962,516352,112.15,Returned
905963,507026,50.37,In Transit
905964,510944,111.41,Lost
905965,526652,129.43,Delivered
905966,506944,27.31,Returned
905967,546624,30.3,Delivered
905968,522770,144.1,Lost
905969,510531,29.85,In Transit
905970,529660,173.68,Lost
905971,504911,92.58,In Transit
905972,532160,91.0,In Transit
905973,547824,36.52,Lost
905974,536614,116.9,Delivered
905975,539709,61.91,Delivered
905976,521037,55.26,Lost
905977,507267,156.04,Lost
905978,520020,138.27,Lost
905979,544001,194.22,Returned
905980,539483,183.37,Delivered
905981,542844,144.55,Lost
905982,502933,140.71,In Transit
905983,529973,186.34,Lost
905984,543698,107.79,In Transit
905985,534739,98.76,In Transit
905986,517436,55.82,Delivered
905987,506912,23.92,Returned
905988,531506,159.04,Returned
905989,537128,45.79,Lost
905990,510207,96.38,Delivered
905991,525368,161.91,Returned
905992,509270,36.51,Returned
905993,526598,166.54,Delivered
905994,501081,102.39,Returned
905995,525279,136.81,In Transit
905996,547310,196.17,Lost
905997,520057,196.1,Returned
905998,531019,158.93,Delivered
905999,504791,110.91,Returned
906000,508823,42.82,In Transit
906001,503326,187.48,In Transit
906002,519109,186.07,Lost
906003,529313,133.51,In Transit
906004,539241,188.51,In Transit
906005,507438,85.48,In Transit
906006,543971,101.13,In Transit
906007,532434,23.8,Returned
906008,545572,56.71,Lost
906009,532772,133.17,Returned
906010,516863,66.19,Delivered
906011,544254,39.55,Lost
906012,518072,132.65,Delivered
906013,500319,147.93,In Transit
906014,518894,21.59,In Transit
906015,541449,116.62,Lost
906016,512824,150.48,In Transit
906017,543128,142.01,Lost
906018,545817,70.56,Delivered
906019,511972,153.6,In Transit
906020,548085,173.72,Lost
906021,511933,168.97,Returned
906022,529641,137.13,Lost
906023,523405,77.31,Delivered
906024,546542,58.14,In Transit
906025,541653,193.62,Delivered
906026,530591,21.56,Returned
906027,518382,183.1,Lost
906028,516062,77.13,Lost
906029,530194,71.59,Delivered
906030,501105,36.96,Returned
906031,548416,60.49,Lost
906032,533211,172.49,Delivered
906033,518589,33.67,Returned
906034,523970,51.53,Delivered
906035,512189,51.06,Delivered
906036,513433,194.98,Lost
906037,507043,47.26,In Transit
906038,535175,30.99,Returned
906039,505446,57.21,Returned
906040,545632,146.11,Lost
906041,533676,62.63,Lost
906042,535032,52.72,Lost
906043,502485,147.12,Lost
906044,504016,88.6,Returned
906045,519161,164.37,Lost
906046,529510,68.26,In Transit
906047,522308,50.37,Lost
906048,509297,27.32,Delivered
906049,505798,100.2,Lost
906050,523211,127.81,Returned
906051,540736,154.5,Delivered
906052,517253,98.22,In Transit
906053,516795,113.51,Delivered
906054,540877,102.05,In Transit
906055,536451,30.79,Returned
906056,534308,138.31,Lost
906057,538914,187.9,Lost
906058,535362,85.97,Delivered
906059,540103,46.73,Lost
906060,542937,63.99,Lost
906061,509550,193.12,In Transit
906062,516302,71.05,Lost
906063,529773,83.62,In Transit
906064,547091,66.52,In Transit
906065,524232,73.39,In Transit
906066,520977,23.3,Delivered
906067,517300,47.54,Lost
906068,505342,70.74,In Transit
906069,521312,61.83,Delivered
906070,529878,24.22,In Transit
906071,501080,126.87,Lost
906072,500015,120.96,Delivered
906073,545862,188.45,Returned
906074,512474,68.66,Lost
906075,503917,101.06,Lost
906076,517372,170.8,In Transit
906077,534705,146.42,Delivered
906078,512416,129.9,Returned
906079,531052,180.03,Returned
906080,532597,58.55,In Transit
906081,518819,139.37,Delivered
906082,529409,115.86,Lost
906083,534057,81.43,Returned
906084,519930,56.08,Lost
906085,533304,75.34,Returned
906086,531332,124.11,Lost
906087,523086,84.07,Lost
906088,525666,197.83,Delivered
906089,527238,180.33,In Transit
906090,508997,187.53,Delivered
906091,509952,55.69,Delivered
906092,500217,121.41,Returned
906093,511693,139.91,Lost
906094,501317,76.41,In Transit
906095,535394,175.91,Returned
906096,523226,137.92,Lost
906097,527456,100.04,In Transit
906098,529153,22.62,Lost
906099,513052,164.31,Delivered
906100,501228,72.46,Delivered
906101,542883,129.74,Delivered
906102,535535,33.71,Returned
906103,509788,131.33,In Transit
906104,502859,143.29,In Transit
906105,511998,182.82,Lost
906106,520870,80.99,Delivered
906107,514159,123.42,In Transit
906108,546416,22.88,Delivered
906109,514823,87.15,Delivered
906110,548661,25.33,Lost
906111,527637,104.17,Returned
906112,545481,145.63,Lost
906113,538836,31.57,Lost
906114,526960,36.87,Returned
906115,541466,55.67,Returned
906116,505307,155.38,Returned
906117,507817,176.9,Lost
906118,519820,130.98,In Transit
906119,543557,69.23,Lost
906120,533696,92.84,Returned
906121,523612,81.1,Delivered
906122,540087,182.5,Delivered
906123,504720,35.14,Returned
906124,510049,130.86,Delivered
906125,532242,150.06,Lost
906126,536471,44.68,Lost
906127,500383,198.66,Returned
906128,524814,199.24,Returned
906129,518584,113.1,Delivered
906130,547662,139.62,Lost
906131,501378,130.39,Delivered
906132,514493,91.28,Returned
906133,523336,93.93,Returned
906134,510038,198.86,Returned
906135,511978,172.73,Lost
906136,515181,26.73,Lost
906137,502350,85.61,Delivered
906138,519745,170.31,Lost
906139,515100,155.03,In Transit
906140,511511,23.15,In Transit
906141,513549,82.13,Lost
906142,522693,182.52,In Transit
906143,525864,67.82,Delivered
906144,539016,139.63,Returned
906145,547516,121.03,Lost
906146,505445,21.56,In Transit
906147,533440,191.26,Returned
906148,524213,22.87,Returned
906149,528056,134.39,Lost
906150,542605,27.07,In Transit
906151,536817,192.95,In Transit
906152,517649,125.31,Delivered
906153,515311,188.07,Lost
906154,525075,127.62,In Transit
906155,536705,124.08,Lost
906156,545764,123.68,Lost
906157,522490,103.21,Lost
906158,523591,56.0,Returned
906159,508590,81.95,In Transit
906160,506456,70.86,Lost
906161,544340,48.1,Returned
906162,502000,151.01,Delivered
906163,508167,123.77,Lost
906164,507301,43.45,In Transit
906165,523090,32.2,Delivered
906166,511070,138.66,Lost
906167,511114,146.91,In Transit
906168,527013,148.33,Delivered
906169,503893,144.98,Delivered
906170,504805,179.67,Returned
906171,535067,64.63,Delivered
906172,540378,91.69,Delivered
906173,517939,49.02,In Transit
906174,519395,116.41,Delivered
906175,507080,65.71,Delivered
906176,500544,109.29,Returned
906177,509931,156.36,Lost
906178,540554,129.52,Lost
906179,530644,144.22,In Transit
906180,501868,20.0,Lost
906181,516631,114.2,In Transit
906182,540188,90.23,Delivered
906183,544922,123.22,Lost
906184,508355,185.58,In Transit
906185,534129,105.73,Delivered
906186,542085,90.45,Returned
906187,546939,137.1,Returned
906188,501088,135.1,In Transit
906189,534442,133.59,Delivered
906190,528507,112.5,Returned
906191,534148,27.57,In Transit
906192,504288,136.27,Returned
906193,547898,125.29,Lost
906194,525018,163.38,Returned
906195,531067,111.56,In Transit
906196,522373,64.92,Returned
906197,500185,92.22,Delivered
906198,543999,181.1,Lost
906199,500695,134.98,Returned
906200,531996,64.99,Returned
906201,525178,124.46,Lost
906202,532000,133.43,Returned
906203,517131,45.21,Lost
906204,530930,169.75,In Transit
906205,549980,129.84,Lost
906206,522032,23.64,Lost
906207,545055,29.05,Lost
906208,511223,43.86,Lost
906209,524080,61.04,In Transit
906210,502943,21.97,Returned
906211,505774,123.08,Returned
906212,524149,126.38,Lost
906213,513243,52.33,Returned
906214,500198,75.06,In Transit
906215,529563,21.67,In Transit
906216,529129,102.76,In Transit
906217,523096,195.74,In Transit
906218,521412,152.5,Lost
906219,530838,135.3,In Transit
906220,500672,94.95,Lost
906221,506943,141.62,Lost
906222,533801,160.51,Delivered
906223,500299,141.44,Delivered
906224,521404,74.51,Lost
906225,505711,149.86,Returned
906226,532806,28.9,Returned
906227,509203,66.56,Delivered
906228,517101,61.0,Delivered
906229,530588,93.54,Lost
906230,529228,125.44,Returned
906231,510997,184.42,In Transit
906232,507967,68.15,In Transit
906233,510378,72.63,In Transit
906234,510246,65.57,Delivered
906235,545632,85.51,In Transit
906236,532686,105.61,Returned
906237,545360,190.67,Returned
906238,515077,102.85,Delivered
906239,510426,75.86,Delivered
906240,522291,46.54,Returned
906241,518253,54.36,Delivered
906242,500665,44.8,Lost
906243,500870,28.59,Lost
906244,509014,83.22,Delivered
906245,514906,131.89,Lost
906246,542981,22.62,Lost
906247,540850,90.73,Returned
906248,514018,120.36,Returned
906249,531639,86.65,Lost
906250,507044,69.38,Returned
906251,542335,159.14,In Transit
906252,518282,61.46,In Transit
906253,522701,114.01,Lost
906254,527275,166.92,Returned
906255,545449,65.26,Lost
906256,505497,30.19,In Transit
906257,548640,153.66,Lost
906258,526088,62.92,In Transit
906259,511478,146.83,Lost
906260,533375,134.91,In Transit
906261,544560,60.55,Delivered
906262,500237,69.54,Lost
906263,533809,108.11,Lost
906264,529095,192.16,In Transit
906265,548836,168.02,Returned
906266,514206,31.45,Lost
906267,543510,122.11,Returned
906268,547821,126.46,Delivered
906269,534664,87.68,In Transit
906270,546273,113.99,Delivered
906271,523917,110.22,Lost
906272,514565,52.95,In Transit
906273,512661,62.39,Returned
906274,525210,190.57,In Transit
906275,514041,31.43,Lost
906276,525912,38.47,Delivered
906277,522813,21.16,In Transit
906278,541289,28.43,Delivered
906279,509885,43.2,Returned
906280,526519,117.2,In Transit
906281,534171,132.16,Returned
906282,517337,198.28,Delivered
906283,505223,162.38,In Transit
906284,510072,126.05,Lost
906285,520463,56.34,Returned
906286,534471,48.04,Lost
906287,505250,153.91,In Transit
906288,536092,163.89,Returned
906289,533304,183.38,Lost
906290,502967,197.33,Returned
906291,546711,71.35,Lost
906292,536352,115.53,Returned
906293,520102,142.52,Lost
906294,509917,156.8,Returned
906295,502460,199.44,Delivered
906296,533837,182.4,Lost
906297,532023,107.58,Delivered
906298,515323,24.75,Delivered
906299,539777,25.42,Returned
906300,549424,142.38,Delivered
906301,532245,182.21,In Transit
906302,527231,42.15,Lost
906303,512609,180.73,Delivered
906304,531832,154.49,In Transit
906305,500452,51.43,In Transit
906306,526782,190.33,Lost
906307,508606,66.46,Returned
906308,522443,117.59,In Transit
906309,547084,198.06,Lost
906310,514054,142.49,Returned
906311,505133,121.13,Lost
906312,529044,90.07,In Transit
906313,538625,162.24,Delivered
906314,544751,150.02,Returned
906315,529738,169.57,Delivered
906316,507430,178.76,Lost
906317,513112,109.41,In Transit
906318,548215,54.4,Delivered
906319,531623,35.94,Delivered
906320,524980,36.12,In Transit
906321,509789,47.31,Delivered
906322,540056,193.11,In Transit
906323,522108,147.61,In Transit
906324,525697,136.59,Delivered
906325,524751,167.62,Returned
906326,512869,33.06,Returned
906327,513928,141.92,In Transit
906328,532237,154.35,Returned
906329,526453,122.09,Delivered
906330,515732,59.93,Returned
906331,537597,30.29,In Transit
906332,501174,148.04,Returned
906333,539635,119.71,Lost
906334,507984,150.96,Lost
906335,542173,43.16,Lost
906336,509936,128.96,Lost
906337,524466,119.09,Lost
906338,530089,56.78,Returned
906339,546803,154.63,Lost
906340,545954,29.41,Delivered
906341,530141,118.49,Delivered
906342,545601,63.4,Lost
906343,517694,53.73,Returned
906344,546979,168.48,Lost
906345,536335,97.56,Returned
906346,544632,91.29,Lost
906347,546218,114.1,Lost
906348,530203,88.78,Returned
906349,501096,190.6,Returned
906350,531502,31.91,Lost
906351,535692,158.59,Delivered
906352,520274,31.15,Delivered
906353,534776,134.36,In Transit
906354,521131,151.17,Returned
906355,509550,187.55,Lost
906356,509755,49.42,In Transit
906357,514520,185.03,Delivered
906358,526712,100.43,Delivered
906359,507909,178.41,Lost
906360,525179,165.46,Lost
906361,514588,138.07,In Transit
906362,540295,186.05,Returned
906363,501340,109.11,Lost
906364,500243,94.58,In Transit
906365,523934,113.63,Delivered
906366,525878,136.4,In Transit
906367,524847,137.65,In Transit
906368,539787,98.92,Delivered
906369,508034,55.29,In Transit
906370,544310,56.52,Delivered
906371,539299,193.72,Lost
906372,541693,166.31,Returned
906373,545534,108.88,Lost
906374,547090,157.16,Lost
906375,539826,25.83,Delivered
906376,509140,144.51,Returned
906377,513683,148.32,Lost
906378,517084,112.47,Delivered
906379,510280,66.75,In Transit
906380,505894,21.81,Lost
906381,540938,130.9,In Transit
906382,525613,82.74,Returned
906383,535257,99.04,Returned
906384,547007,40.79,In Transit
906385,515492,82.77,Lost
906386,525101,193.69,In Transit
906387,522967,60.52,Lost
906388,523439,145.6,Returned
906389,544040,178.92,In Transit
906390,540816,76.33,Delivered
906391,504335,140.06,Delivered
906392,537849,165.18,Returned
906393,530724,187.22,Delivered
906394,535916,181.47,Returned
906395,538519,100.18,Returned
906396,547261,161.32,Returned
906397,500367,185.99,Returned
906398,524853,165.72,Lost
906399,526216,45.55,Delivered
906400,522918,188.35,Lost
906401,515200,127.11,In Transit
906402,519947,90.92,Lost
906403,548223,66.11,In Transit
906404,500710,87.9,Lost
906405,501994,131.98,In Transit
906406,532972,30.44,Returned
906407,508709,36.77,In Transit
906408,546801,120.62,Lost
906409,539906,179.06,Returned
906410,507946,64.74,In Transit
906411,524743,111.58,In Transit
906412,524144,181.26,In Transit
906413,546447,160.58,Delivered
906414,545217,29.19,Returned
906415,518871,58.1,Lost
906416,514181,55.43,Delivered
906417,536429,134.86,In Transit
906418,535701,135.4,Returned
906419,531534,182.5,Delivered
906420,516239,93.04,Lost
906421,503351,194.32,Delivered
906422,512527,105.96,In Transit
906423,537529,192.88,In Transit
906424,548459,41.36,Delivered
906425,513563,41.49,Delivered
906426,549174,159.26,Returned
906427,521281,61.42,Lost
906428,530487,92.09,Returned
906429,527930,138.11,Lost
906430,526061,180.28,Delivered
906431,510479,101.72,In Transit
906432,501047,186.98,Delivered
906433,540416,80.81,Delivered
906434,507086,137.64,Lost
906435,546833,146.88,Returned
906436,522710,172.73,Returned
906437,534606,197.39,In Transit
906438,535108,146.64,Returned
906439,543528,115.1,Returned
906440,504972,30.09,Delivered
906441,524470,119.49,In Transit
906442,519853,46.35,Returned
906443,538759,137.98,Returned
906444,519081,155.82,Returned
906445,516544,51.94,Returned
906446,542857,28.99,Lost
906447,509048,160.82,Returned
906448,539047,31.58,In Transit
906449,522259,87.18,In Transit
906450,539576,192.17,Returned
906451,534175,127.47,Lost
906452,532337,135.97,Delivered
906453,530472,87.02,Delivered
906454,519068,57.22,Returned
906455,544892,32.71,Returned
906456,512412,45.98,Lost
906457,506640,188.6,Delivered
906458,517311,27.99,In Transit
906459,543881,95.27,In Transit
906460,539953,41.66,Delivered
906461,500026,23.27,Delivered
906462,539572,31.68,Returned
906463,532416,73.74,Delivered
906464,532251,128.83,Returned
906465,528379,177.35,Delivered
906466,534715,32.32,Lost
906467,545063,23.18,Lost
906468,528980,31.31,In Transit
906469,527526,57.98,Delivered
906470,519358,139.51,Returned
906471,529276,39.3,Lost
906472,516433,169.52,Delivered
906473,522117,35.73,Lost
906474,504638,59.0,Delivered
906475,520741,172.96,Delivered
906476,530977,157.42,In Transit
906477,503987,81.75,Returned
906478,525799,108.45,Lost
906479,530366,27.95,Delivered
906480,531030,173.01,In Transit
906481,541339,92.85,Lost
906482,540733,90.74,Lost
906483,543160,47.9,Lost
906484,532223,143.81,In Transit
906485,523408,58.84,Delivered
906486,508737,58.28,Delivered
906487,541578,113.1,Lost
906488,534672,104.98,Delivered
906489,502120,98.53,Returned
906490,511287,113.57,Returned
906491,532838,61.32,Delivered
906492,503422,153.81,Lost
906493,540827,43.18,Lost
906494,508944,68.17,In Transit
906495,509117,144.04,Delivered
906496,546235,60.57,Delivered
906497,502575,104.62,Delivered
906498,514046,171.18,Delivered
906499,501497,77.47,Lost
906500,510309,54.49,Lost
906501,527070,40.61,In Transit
906502,518471,126.54,In Transit
906503,515048,77.38,Returned
906504,537054,41.4,Returned
906505,520244,101.96,Lost
906506,544439,142.43,Returned
906507,530030,98.42,Lost
906508,506637,91.18,Delivered
906509,502433,150.69,In Transit
906510,510584,85.53,In Transit
906511,510869,55.07,Returned
906512,538002,141.75,Delivered
906513,516388,197.64,In Transit
906514,520193,148.16,In Transit
906515,547076,46.85,Lost
906516,511935,142.92,Returned
906517,545764,126.36,In Transit
906518,548083,136.02,Returned
906519,545689,95.38,Delivered
906520,531298,104.95,Lost
906521,525804,142.83,Lost
906522,527937,160.65,Lost
906523,501138,136.58,In Transit
906524,543178,141.18,Delivered
906525,510879,74.57,In Transit
906526,530639,190.62,Returned
906527,538100,61.27,Delivered
906528,517863,26.73,Delivered
906529,528803,79.73,Delivered
906530,534895,57.55,Lost
906531,522591,39.53,Lost
906532,527715,21.76,Lost
906533,518166,67.8,In Transit
906534,540180,137.83,Returned
906535,545147,171.33,Returned
906536,544553,149.91,Lost
906537,518305,189.89,Lost
906538,524859,85.62,Returned
906539,529589,63.77,Delivered
906540,506961,182.04,Delivered
906541,534847,160.7,In Transit
906542,528346,99.44,Delivered
906543,526834,92.91,Returned
906544,514297,189.33,In Transit
906545,534262,199.41,Returned
906546,507157,166.08,Lost
906547,510611,89.66,Lost
906548,512031,81.57,Lost
906549,536277,89.21,Lost
906550,540182,45.37,Returned
906551,536665,179.91,In Transit
906552,519867,116.47,Returned
906553,533566,27.39,Lost
906554,521792,72.72,Returned
906555,546121,160.91,Returned
906556,529583,127.82,Returned
906557,521824,169.7,Lost
906558,534019,75.84,In Transit
906559,501150,184.22,In Transit
906560,535853,189.87,Lost
906561,501859,149.29,Lost
906562,546037,20.74,Lost
906563,538510,96.92,In Transit
906564,530285,128.54,Returned
906565,514386,122.8,In Transit
906566,508326,127.02,Returned
906567,549605,59.96,Lost
906568,516596,38.2,Delivered
906569,535359,82.92,Returned
906570,515434,130.5,Delivered
906571,501044,60.85,Delivered
906572,549334,40.79,In Transit
906573,521294,66.14,In Transit
906574,520431,54.34,In Transit
906575,512227,100.07,Lost
906576,544221,41.25,In Transit
906577,543082,61.84,Returned
906578,508473,181.09,Delivered
906579,516173,36.3,Lost
906580,502255,130.01,Returned
906581,515390,95.65,In Transit
906582,519257,38.4,Delivered
906583,529032,89.78,Delivered
906584,524744,188.11,Delivered
906585,523758,146.92,In Transit
906586,527471,165.93,Returned
906587,517485,198.5,Returned
906588,540547,24.97,Delivered
906589,532148,175.08,In Transit
906590,534113,137.27,Returned
906591,545286,58.06,Returned
906592,523390,134.28,Returned
906593,508558,152.62,Returned
906594,533225,184.62,In Transit
906595,541169,39.65,In Transit
906596,543030,60.91,Delivered
906597,524895,75.78,Delivered
906598,523302,73.31,Lost
906599,513284,20.72,In Transit
906600,502676,195.08,Returned
906601,549880,135.43,Delivered
906602,545071,24.22,In Transit
906603,539195,83.54,Returned
906604,502212,72.2,Delivered
906605,538338,147.75,In Transit
906606,510539,102.18,Lost
906607,518061,30.81,In Transit
906608,521952,100.06,Lost
906609,513165,141.66,In Transit
906610,513146,45.84,In Transit
906611,541082,57.65,Returned
906612,544039,109.01,Lost
906613,517574,60.38,Delivered
906614,549876,128.74,Delivered
906615,538667,126.45,Returned
906616,538931,159.61,In Transit
906617,507679,191.95,In Transit
906618,523697,125.47,Returned
906619,521271,30.5,Lost
906620,525612,84.26,Lost
906621,501420,23.63,Returned
906622,528420,146.66,Returned
906623,537370,166.51,Returned
906624,502815,110.13,In Transit
906625,533520,90.07,In Transit
906626,513620,104.7,Delivered
906627,540486,78.28,Lost
906628,536695,99.22,Returned
906629,517663,89.09,Delivered
906630,516261,188.81,Delivered
906631,547789,108.67,In Transit
906632,543669,132.22,Returned
906633,525815,109.9,Returned
906634,541473,89.85,Delivered
906635,528489,34.81,Delivered
906636,521995,153.14,Delivered
906637,532067,26.52,Lost
906638,509810,35.48,Delivered
906639,543139,70.49,Delivered
906640,506386,156.82,Returned
906641,513923,85.01,In Transit
906642,531383,74.82,Returned
906643,548866,123.82,In Transit
906644,521881,174.25,In Transit
906645,542583,151.01,Delivered
906646,534155,74.95,Returned
906647,542382,121.92,Delivered
906648,548170,176.37,Returned
906649,514948,58.3,In Transit
906650,511772,158.98,Returned
906651,525406,27.36,In Transit
906652,538141,43.96,Delivered
906653,538409,173.79,Delivered
906654,519663,140.83,Returned
906655,543229,38.18,Lost
906656,504557,97.44,Delivered
906657,516922,169.71,In Transit
906658,526457,57.21,Delivered
906659,532666,65.61,Returned
906660,527411,98.94,Returned
906661,501986,151.09,Delivered
906662,503983,47.35,Delivered
906663,524815,143.67,In Transit
906664,509327,89.18,Lost
906665,508336,91.73,Delivered
906666,525197,49.28,Returned
906667,536886,62.75,Delivered
906668,519615,51.6,Delivered
906669,545878,48.94,Lost
906670,539170,119.69,Lost
906671,537416,153.83,Delivered
906672,538390,138.28,Lost
906673,549640,123.77,Returned
906674,538236,154.18,Delivered
906675,522471,22.22,Returned
906676,521223,87.42,Returned
906677,539269,47.78,In Transit
906678,535178,115.69,Delivered
906679,514392,87.88,Returned
906680,548596,44.34,Lost
906681,549808,152.63,Delivered
906682,547622,124.89,Returned
906683,520981,123.02,Delivered
906684,516228,124.27,Returned
906685,534604,44.91,Lost
906686,536411,33.59,Lost
906687,545341,100.65,Lost
906688,504453,126.18,Returned
906689,522225,58.67,In Transit
