ReturnID,OrderID,ReturnDate,ReturnReason
801210,527946,2022-01-21 02:23:55,Changed Mind
801211,517544,2022-07-12 18:23:35,Wrong Item
801212,505797,2023-10-20 20:07:17,Wrong Item
801213,534505,2023-03-04 02:22:51,WRONG ITEM
801214,506629,2024-06-03 11:15:43,Wrong Item
801215,500377,2023-06-01 19:30:03,WRONG ITEM
801216,501809,2022-05-18 23:25:46,Defective
801217,527775,2024-01-31 20:21:31,Defective
801218,526074,2023-06-30 12:39:24,WRONG ITEM
801219,506457,2022-10-09 22:15:28,Changed Mind
801220,527635,2023-07-29 01:30:07,WRONG ITEM
801221,546860,2023-11-15 20:43:22,WRONG ITEM
801222,524094,2022-02-09 08:27:54,Defective
801223,522242,2023-12-22 22:21:47,WRONG ITEM
801224,504300,2024-06-13 15:58:51,defective
801225,513212,2024-06-26 20:12:21,WRONG ITEM
801226,509487,2022-06-02 01:51:31,defective
801227,531621,2024-03-25 18:40:02,nan
801228,503401,2024-01-27 12:00:41,WRONG ITEM
801229,516643,2022-12-27 05:04:13,Changed Mind
801230,540122,2022-06-13 10:18:08,Changed Mind
801231,505015,2024-04-07 22:24:23,nan
801232,515747,2022-06-04 00:47:02,Defective
801233,540447,2022-04-28 04:47:57,Defective
801234,506236,2024-01-13 21:59:04,defective
801235,532523,2022-10-09 18:43:59,Wrong Item
801236,539332,2023-09-27 17:19:17,defective
801237,542141,2023-03-06 14:52:46,Changed Mind
801238,501134,2022-01-12 16:42:00,defective
801239,507385,2024-07-26 00:09:27,WRONG ITEM
801240,549820,2024-10-14 00:53:49,Wrong Item
801241,546550,2022-09-11 09:24:57,Wrong Item
801242,545089,2023-12-26 16:03:58,nan
801243,514011,2022-11-14 17:17:55,Changed Mind
801244,545971,2023-05-05 04:47:51,defective
801245,513429,2023-05-24 00:39:36,Wrong Item
801246,537004,2024-12-20 15:13:06,nan
801247,504001,2024-03-25 04:52:27,nan
801248,518757,2023-11-20 14:06:08,Defective
801249,521454,2022-09-14 04:38:30,WRONG ITEM
801250,549190,2024-09-26 02:23:57,defective
801251,513328,2024-05-02 13:50:00,Changed Mind
801252,512703,2022-06-04 21:18:12,Defective
801253,522092,2023-09-03 20:20:43,defective
801254,519371,2024-04-15 19:40:59,defective
801255,522762,2024-04-20 21:56:38,Defective
801256,546482,2022-02-09 03:29:17,Wrong Item
801257,518503,2022-03-23 06:38:06,defective
801258,521450,2024-06-13 12:29:32,Wrong Item
801259,504408,2023-04-21 08:22:35,WRONG ITEM
801260,546310,2022-08-09 15:36:04,nan
801261,524647,2023-07-07 13:58:39,Defective
801262,513802,2023-08-31 10:35:24,Changed Mind
801263,500761,2023-10-26 14:04:24,Wrong Item
801264,533330,2022-11-28 08:24:43,nan
801265,510567,2022-11-14 10:33:19,Wrong Item
801266,508777,2023-05-22 01:12:23,nan
801267,516165,2022-08-26 11:01:15,nan
801268,506623,2024-05-17 06:51:13,defective
801269,548369,2022-11-05 07:31:33,Wrong Item
801270,518770,2022-07-06 16:14:55,defective
801271,541074,2024-05-04 15:26:14,WRONG ITEM
801272,527078,2024-09-29 12:24:27,WRONG ITEM
801273,525161,2023-01-17 07:19:33,WRONG ITEM
801274,509892,2022-10-03 14:50:14,nan
801275,519883,2024-04-10 18:27:22,nan
801276,531147,2024-04-18 13:33:18,defective
801277,521127,2024-10-15 21:50:17,Defective
801278,508301,2024-08-08 20:18:26,Defective
801279,500258,2023-12-29 20:58:07,Wrong Item
801280,533744,2022-11-10 06:21:05,Changed Mind
801281,532098,2022-01-04 09:46:56,nan
801282,518941,2024-05-22 20:22:36,Changed Mind
801283,530357,2024-07-04 12:08:03,Wrong Item
801284,527525,2022-09-07 09:48:59,defective
801285,531484,2023-09-16 01:49:18,Wrong Item
801286,515602,2023-02-01 12:37:01,Wrong Item
801287,525974,2024-04-25 12:00:21,defective
801288,543518,2022-02-26 16:28:10,defective
801289,506035,2024-08-22 09:33:36,Wrong Item
801290,534223,2024-01-17 09:17:27,defective
801291,501099,2023-10-13 06:41:11,Changed Mind
801292,504527,2023-06-04 11:37:37,Wrong Item
801293,538707,2024-12-11 20:06:29,Defective
801294,501712,2022-05-24 16:23:52,WRONG ITEM
801295,500212,2024-11-02 19:45:27,WRONG ITEM
801296,512035,2024-12-01 03:27:56,WRONG ITEM
801297,524167,2024-09-09 02:31:49,nan
801298,504136,2024-06-01 04:17:48,WRONG ITEM
801299,534912,2023-04-30 21:42:54,Defective
801300,523778,2022-02-01 10:16:52,Changed Mind
801301,516873,2022-11-24 18:04:47,nan
801302,528309,2024-04-05 19:43:11,WRONG ITEM
801303,526862,2022-01-30 22:21:53,Wrong Item
801304,525716,2022-10-02 06:21:27,defective
801305,541652,2024-11-30 04:47:09,WRONG ITEM
801306,542524,2024-10-31 08:55:07,nan
801307,531054,2023-11-21 17:44:12,nan
801308,533971,2022-02-25 21:15:52,Defective
801309,516060,2022-07-19 08:45:10,defective
801310,520960,2023-06-16 17:21:54,WRONG ITEM
801311,533890,2022-03-29 21:35:21,Wrong Item
801312,516890,2023-04-26 03:30:11,defective
801313,529041,2024-01-20 13:50:32,defective
801314,511902,2024-11-19 15:03:37,WRONG ITEM
801315,536057,2023-09-18 21:07:34,defective
801316,515560,2024-08-18 06:15:50,Changed Mind
801317,522704,2024-12-21 05:03:34,WRONG ITEM
801318,526563,2022-09-21 06:55:22,Changed Mind
801319,543593,2024-05-23 20:07:05,Wrong Item
801320,537607,2023-02-15 17:20:18,nan
801321,522992,2024-04-22 19:34:48,Changed Mind
801322,521742,2022-04-09 13:56:09,WRONG ITEM
801323,543666,2022-03-14 04:40:31,defective
801324,515728,2022-04-08 19:55:04,Wrong Item
801325,504936,2024-07-14 21:06:08,WRONG ITEM
801326,517372,2022-09-03 22:08:09,defective
801327,503798,2024-04-04 09:38:33,nan
801328,500379,2024-10-09 14:26:33,nan
801329,504595,2022-11-15 22:04:21,WRONG ITEM
801330,527644,2023-05-20 06:41:12,defective
801331,544421,2023-06-23 00:44:11,Defective
801332,510870,2023-04-27 03:38:43,nan
801333,503036,2024-11-04 05:39:53,nan
801334,518079,2024-04-12 05:43:56,defective
801335,505603,2022-03-28 15:42:38,WRONG ITEM
801336,529020,2024-04-08 08:10:32,nan
801337,533380,2024-01-14 01:09:58,WRONG ITEM
801338,506957,2023-04-01 12:23:49,Wrong Item
801339,520619,2022-09-18 00:21:40,defective
801340,503796,2022-03-29 08:04:17,nan
801341,541811,2022-06-27 16:02:34,nan
801342,535219,2023-01-12 18:46:39,defective
801343,515641,2024-03-19 12:15:03,WRONG ITEM
801344,535809,2022-11-26 21:52:55,defective
801345,513168,2024-08-13 11:09:59,Changed Mind
801346,526672,2023-06-05 22:44:53,nan
801347,505461,2022-12-20 04:23:17,WRONG ITEM
801348,508637,2023-06-16 09:25:25,WRONG ITEM
801349,547257,2024-10-28 22:32:28,Changed Mind
801350,525953,2023-09-03 18:53:12,nan
801351,518178,2024-07-05 16:44:47,defective
801352,541560,2023-10-26 12:16:27,defective
801353,532281,2022-11-04 02:34:02,Defective
801354,520781,2024-03-17 13:41:56,Wrong Item
801355,502584,2022-06-15 09:19:51,nan
801356,512556,2024-12-22 23:49:56,nan
801357,517784,2023-08-10 13:08:38,Defective
801358,519043,2024-04-17 20:49:07,Changed Mind
801359,503173,2023-04-07 10:22:53,Changed Mind
801360,544837,2024-07-11 01:11:59,nan
801361,537832,2022-03-06 19:27:23,nan
801362,549049,2023-10-10 07:34:41,nan
801363,517738,2022-03-22 18:47:52,defective
801364,543897,2024-03-24 09:21:39,defective
801365,508200,2024-08-23 08:18:27,Changed Mind
801366,539272,2024-05-21 18:04:09,WRONG ITEM
801367,513543,2024-12-28 17:24:02,Defective
801368,517853,2023-04-30 13:57:29,defective
801369,501000,2023-01-05 10:38:15,Defective
801370,534943,2023-07-06 19:35:15,WRONG ITEM
801371,515041,2023-05-06 13:58:10,nan
801372,530152,2024-08-02 03:56:08,WRONG ITEM
801373,541914,2022-05-04 02:20:34,nan
801374,506275,2022-01-31 01:25:21,Wrong Item
801375,537075,2023-01-20 07:38:02,Wrong Item
801376,509133,2022-01-07 11:44:39,defective
801377,549926,2023-05-02 09:47:06,Changed Mind
801378,540661,2024-10-03 11:44:33,Wrong Item
801379,529467,2024-12-11 20:31:17,Wrong Item
801380,522697,2022-05-19 14:33:31,nan
801381,540877,2022-11-23 16:28:13,WRONG ITEM
801382,517941,2022-01-28 01:40:36,Changed Mind
801383,531411,2022-10-28 16:23:48,Wrong Item
801384,515687,2022-03-25 12:02:52,WRONG ITEM
801385,506028,2022-08-13 03:40:19,Wrong Item
801386,522560,2024-10-08 21:33:28,Wrong Item
801387,525237,2024-12-18 12:13:21,Wrong Item
801388,542527,2022-02-09 07:11:14,Wrong Item
801389,548755,2023-04-21 11:52:57,defective
801390,548428,2023-10-03 11:22:07,Changed Mind
801391,505736,2023-01-04 15:44:11,defective
801392,537824,2022-05-14 13:48:44,Changed Mind
801393,507610,2022-07-31 08:27:22,defective
801394,536354,2024-01-27 20:43:52,WRONG ITEM
801395,536022,2022-01-23 15:27:00,defective
801396,517661,2024-05-23 15:50:43,nan
801397,509638,2023-05-22 02:59:00,WRONG ITEM
801398,527920,2024-08-20 11:04:03,nan
801399,536158,2023-05-30 20:00:50,Changed Mind
801400,506410,2024-05-12 08:17:05,Changed Mind
801401,522095,2022-12-07 06:13:34,Changed Mind
801402,542368,2023-08-03 13:20:12,Wrong Item
801403,548242,2024-04-14 19:09:13,Changed Mind
801404,526577,2024-08-11 05:38:15,WRONG ITEM
801405,501637,2022-10-25 17:02:24,WRONG ITEM
801406,545211,2024-06-12 14:02:17,defective
801407,539282,2024-09-25 16:28:15,Defective
801408,502951,2023-06-14 00:54:58,Defective
801409,503015,2023-08-18 16:40:15,nan
801410,525986,2024-05-21 11:30:13,Defective
801411,538814,2022-11-04 10:23:54,Defective
801412,521150,2023-07-06 11:56:42,defective
801413,531194,2022-03-30 11:27:32,Wrong Item
801414,527906,2024-07-22 08:38:04,defective
801415,520844,2022-04-01 09:37:43,WRONG ITEM
801416,525950,2023-03-06 18:55:37,Changed Mind
801417,544302,2022-01-04 08:22:20,defective
801418,511235,2022-06-20 09:17:22,Wrong Item
801419,533247,2023-07-15 11:10:06,WRONG ITEM
801420,525937,2024-06-30 20:08:19,Defective
801421,519683,2023-04-05 04:27:14,defective
801422,522666,2023-07-16 08:48:31,WRONG ITEM
801423,541654,2024-04-20 23:51:28,Defective
801424,523921,2022-03-05 10:44:28,WRONG ITEM
801425,544224,2024-03-31 05:40:03,defective
801426,539245,2024-10-28 19:03:08,Changed Mind
801427,536657,2022-03-21 02:38:26,nan
801428,537274,2022-08-25 00:06:34,nan
801429,502676,2024-10-14 08:01:34,Changed Mind
801430,502432,2022-11-18 04:14:01,defective
801431,505221,2022-12-04 03:03:20,WRONG ITEM
801432,517664,2023-03-08 01:26:12,Changed Mind
801433,549069,2024-12-13 03:51:31,Wrong Item
801434,540716,2023-09-09 09:22:42,Wrong Item
801435,525475,2024-08-14 20:51:46,defective
801436,540758,2022-08-09 21:32:00,Wrong Item
801437,528724,2023-09-25 00:04:10,nan
801438,525244,2023-06-19 21:05:25,nan
801439,516271,2023-10-04 03:27:54,Wrong Item
801440,533510,2023-09-26 12:00:58,Wrong Item
801441,535633,2022-09-04 02:09:07,Defective
801442,547320,2022-05-27 15:39:51,defective
801443,537069,2022-02-22 21:03:12,WRONG ITEM
801444,518126,2022-06-17 17:47:42,WRONG ITEM
801445,532804,2022-05-24 04:35:42,WRONG ITEM
801446,520679,2024-06-26 18:08:33,Defective
801447,527111,2024-10-09 18:40:15,WRONG ITEM
801448,539185,2024-10-24 16:13:57,Wrong Item
801449,535994,2024-05-10 00:48:32,defective
801450,522786,2024-11-14 17:35:54,WRONG ITEM
801451,511910,2023-07-23 14:07:06,nan
801452,517316,2024-05-13 19:14:56,defective
801453,531503,2023-08-23 15:52:52,defective
801454,532764,2023-12-18 01:05:26,Changed Mind
801455,525696,2023-07-08 06:53:15,nan
801456,534747,2024-08-19 02:37:37,Defective
801457,525905,2024-12-10 01:25:18,WRONG ITEM
801458,548739,2023-04-15 16:01:01,defective
801459,526914,2024-04-27 13:23:44,defective
801460,517516,2024-03-31 10:36:29,Wrong Item
801461,529009,2022-09-05 16:24:41,nan
801462,539847,2023-02-08 20:14:57,defective
801463,531523,2022-01-08 21:03:05,Defective
801464,534957,2023-05-02 07:54:22,Defective
801465,516190,2023-07-27 13:41:32,Changed Mind
801466,502273,2022-02-26 02:32:21,Changed Mind
801467,513902,2022-10-12 07:09:53,Wrong Item
801468,533838,2022-03-12 20:13:33,Defective
801469,503394,2022-08-14 18:49:10,Defective
801470,509251,2023-02-08 11:03:40,Defective
801471,540280,2023-04-28 02:06:57,Wrong Item
801472,525513,2024-08-09 16:02:54,WRONG ITEM
801473,511939,2022-11-07 16:57:22,WRONG ITEM
801474,545778,2024-04-29 11:32:58,Changed Mind
801475,537956,2022-11-23 15:17:24,Wrong Item
801476,526029,2022-08-22 13:36:26,Defective
801477,541107,2023-07-03 17:23:09,Changed Mind
801478,515072,2024-09-04 10:57:32,Wrong Item
801479,506302,2022-02-27 18:05:41,WRONG ITEM
801480,547809,2024-08-07 11:33:23,Wrong Item
801481,538000,2023-03-17 13:46:36,Changed Mind
801482,524642,2024-03-03 23:32:49,Changed Mind
801483,548776,2023-07-14 15:39:06,defective
801484,535835,2024-11-20 05:42:55,WRONG ITEM
801485,533780,2023-11-25 00:08:04,WRONG ITEM
801486,536330,2022-10-17 16:38:59,defective
801487,535963,2024-08-08 23:32:44,WRONG ITEM
801488,511498,2022-09-06 11:36:04,Changed Mind
801489,537162,2022-03-06 23:02:05,nan
801490,521080,2024-01-20 03:40:51,WRONG ITEM
801491,514058,2022-04-19 21:21:54,Wrong Item
801492,549405,2022-01-27 17:34:18,WRONG ITEM
801493,502782,2023-08-14 16:03:52,Changed Mind
801494,546744,2022-02-21 02:40:54,Wrong Item
801495,538091,2023-04-07 19:02:05,defective
801496,509828,2023-05-07 07:27:03,Wrong Item
801497,516258,2022-03-12 02:45:10,Wrong Item
801498,543742,2024-05-10 00:09:13,Defective
801499,520179,2023-10-27 13:29:11,defective
801500,528507,2024-07-15 01:06:40,nan
801501,540532,2022-11-18 13:57:30,nan
801502,525825,2023-06-13 20:27:25,WRONG ITEM
801503,533936,2023-08-27 14:37:34,Changed Mind
801504,517575,2023-10-31 08:16:02,Defective
801505,539820,2024-07-15 12:06:15,WRONG ITEM
801506,517718,2024-08-28 07:21:05,Wrong Item
801507,523356,2024-03-19 22:26:10,Defective
801508,531241,2023-06-30 12:17:39,Wrong Item
801509,546760,2024-09-14 12:24:53,Defective
801510,547871,2023-04-23 04:37:38,defective
801511,528912,2023-02-08 21:14:10,defective
801512,529788,2024-11-25 06:18:21,defective
801513,543054,2024-11-21 22:07:52,Defective
801514,525181,2024-11-03 02:49:58,WRONG ITEM
801515,537434,2024-08-08 22:56:08,Defective
801516,505373,2023-06-16 05:14:27,Defective
801517,512337,2024-12-07 05:26:03,nan
801518,520004,2022-05-11 09:50:50,nan
801519,514586,2024-05-10 05:21:48,nan
801520,500421,2022-04-13 23:01:35,Wrong Item
801521,526353,2022-03-31 08:38:25,nan
801522,510184,2024-09-25 00:52:41,WRONG ITEM
801523,513935,2022-12-14 02:04:33,Defective
801524,526519,2024-08-02 14:05:53,Wrong Item
801525,526280,2023-01-24 22:17:14,Changed Mind
801526,541710,2022-09-23 23:12:32,Defective
801527,524396,2023-03-28 00:28:12,Defective
801528,517471,2022-01-30 16:08:00,nan
801529,549523,2024-03-05 00:00:00,WRONG ITEM
801530,514320,2022-04-30 17:07:22,nan
801531,541436,2024-10-02 02:37:57,defective
801532,533529,2023-03-06 20:41:05,defective
801533,547281,2024-11-04 10:02:15,Defective
801534,523225,2022-03-24 18:14:20,WRONG ITEM
801535,537481,2023-06-26 13:30:36,Changed Mind
801536,539641,2022-01-28 15:08:24,WRONG ITEM
801537,514598,2024-03-29 14:12:58,WRONG ITEM
801538,527945,2023-11-06 02:03:34,Changed Mind
801539,549917,2022-11-18 03:43:40,nan
801540,515802,2023-02-08 17:02:04,Wrong Item
801541,545336,2024-10-17 19:32:47,Changed Mind
801542,540875,2022-10-02 22:48:23,Wrong Item
801543,533064,2022-10-19 15:44:30,Defective
801544,547349,2024-07-06 18:46:39,WRONG ITEM
801545,527617,2023-01-31 17:53:47,defective
801546,540197,2023-06-10 05:10:27,Changed Mind
801547,523500,2022-10-08 18:01:24,defective
801548,505590,2022-08-10 10:40:24,defective
801549,548084,2024-05-11 16:57:40,WRONG ITEM
801550,538280,2022-06-25 12:22:48,WRONG ITEM
801551,501795,2023-09-12 13:34:56,Defective
801552,534020,2024-02-23 04:10:57,Wrong Item
801553,522923,2022-10-01 22:56:54,defective
801554,514324,2024-06-03 20:32:27,Defective
801555,526810,2024-03-08 04:17:09,Changed Mind
801556,506686,2024-09-22 04:16:14,nan
801557,511787,2022-04-12 23:58:42,nan
801558,516020,2024-09-01 05:13:52,WRONG ITEM
801559,504990,2024-08-08 14:21:26,defective
801560,528585,2022-04-19 12:09:44,Defective
801561,502627,2022-11-20 16:00:34,Defective
801562,535407,2024-02-17 17:25:48,WRONG ITEM
801563,527763,2022-04-05 01:09:25,Wrong Item
801564,539457,2023-02-18 05:15:28,defective
801565,538071,2024-06-09 17:10:58,Wrong Item
801566,505699,2024-09-26 12:04:32,Defective
801567,505339,2022-03-01 11:31:59,Defective
801568,519931,2022-06-29 14:17:03,Wrong Item
801569,508702,2024-03-14 00:41:00,Changed Mind
801570,528702,2023-01-31 22:37:54,nan
801571,536942,2022-06-27 05:17:36,Defective
801572,538771,2024-05-12 01:21:27,nan
801573,537067,2024-06-27 15:01:31,nan
801574,522063,2022-10-06 14:56:42,Wrong Item
801575,513034,2023-02-21 09:01:26,Changed Mind
801576,509392,2023-10-10 07:18:55,Defective
801577,539834,2023-09-05 18:11:24,nan
801578,540180,2022-11-16 01:18:08,Wrong Item
801579,507456,2022-02-04 23:41:31,Wrong Item
801580,500666,2023-01-14 15:00:22,Changed Mind
801581,515202,2024-08-25 08:12:32,Defective
801582,548831,2022-08-23 16:11:04,nan
801583,504883,2022-11-28 07:53:38,Wrong Item
801584,506244,2024-09-30 03:03:49,Changed Mind
801585,507706,2022-09-21 10:29:10,nan
801586,524364,2024-01-21 16:26:30,nan
801587,524106,2024-05-17 23:21:31,Wrong Item
801588,510656,2023-04-26 19:56:03,Changed Mind
801589,541846,2024-06-25 06:51:06,Changed Mind
801590,510106,2024-12-17 06:01:23,nan
801591,500089,2024-06-24 09:06:08,Changed Mind
801592,543178,2023-04-28 06:25:44,Changed Mind
801593,514813,2023-04-05 08:59:44,defective
801594,505476,2022-12-12 11:47:51,WRONG ITEM
801595,522595,2023-07-12 08:03:55,defective
801596,532301,2022-04-14 18:09:18,WRONG ITEM
801597,544554,2024-02-08 07:20:13,nan
801598,543249,2023-01-15 18:16:40,nan
801599,528188,2022-11-06 11:37:12,nan
801600,513107,2022-03-04 18:10:32,nan
801601,533364,2022-11-29 00:32:05,Changed Mind
801602,528979,2023-05-03 22:11:37,Changed Mind
801603,544668,2024-05-07 17:40:40,WRONG ITEM
801604,539355,2022-09-12 04:36:44,Wrong Item
801605,531051,2022-06-12 22:27:57,WRONG ITEM
801606,526108,2024-05-18 14:41:36,nan
801607,504792,2024-11-06 14:09:24,Wrong Item
801608,533732,2024-09-12 12:35:13,WRONG ITEM
801609,544934,2022-08-09 16:00:55,Defective
801610,540639,2023-09-17 15:50:21,Wrong Item
801611,514388,2024-01-08 10:40:36,Defective
801612,514318,2024-03-17 05:25:28,WRONG ITEM
801613,532284,2022-02-01 02:35:48,defective
801614,538468,2022-03-30 18:03:08,WRONG ITEM
801615,530512,2024-12-15 07:33:13,nan
801616,525474,2022-03-29 09:07:00,Wrong Item
801617,543221,2024-03-04 19:48:05,defective
801618,511695,2023-04-23 02:34:52,defective
801619,515296,2022-07-16 08:05:25,WRONG ITEM
801620,538120,2023-02-16 13:36:22,Defective
801621,526394,2024-11-24 10:25:42,Wrong Item
801622,529206,2024-04-19 10:29:39,WRONG ITEM
801623,515301,2022-04-20 19:33:51,nan
801624,540839,2022-01-22 19:03:00,Changed Mind
801625,543929,2022-05-26 19:16:02,WRONG ITEM
801626,534049,2022-11-02 05:19:00,Wrong Item
801627,502925,2022-10-20 20:57:41,Changed Mind
801628,522439,2023-10-23 17:58:49,nan
801629,507361,2022-11-05 02:46:47,Wrong Item
801630,534513,2023-09-04 08:52:09,Wrong Item
801631,514697,2022-08-02 16:07:55,Changed Mind
801632,519019,2022-06-07 04:08:24,nan
801633,528067,2024-06-04 08:26:54,Changed Mind
801634,533968,2022-03-06 20:20:13,defective
801635,538644,2024-02-25 14:24:24,Changed Mind
801636,515661,2022-01-27 00:49:12,Defective
801637,518483,2024-07-12 02:03:20,Changed Mind
801638,521696,2024-01-05 10:04:32,nan
801639,504821,2022-06-15 13:49:06,WRONG ITEM
801640,545698,2024-03-20 10:52:30,WRONG ITEM
801641,513882,2022-12-22 00:25:30,WRONG ITEM
801642,547591,2024-07-13 14:13:44,Defective
801643,534077,2023-03-06 04:49:35,Changed Mind
801644,533967,2023-09-15 10:29:15,Wrong Item
801645,537840,2023-05-18 07:46:45,Changed Mind
801646,501129,2023-11-09 09:01:29,Defective
801647,502443,2023-06-27 04:10:06,Wrong Item
801648,548742,2022-07-24 09:42:22,Changed Mind
801649,514376,2022-01-18 01:52:21,Defective
801650,541876,2023-05-04 22:13:30,defective
801651,513699,2022-05-11 01:44:10,nan
801652,548993,2022-06-21 06:11:28,nan
801653,516589,2024-08-31 21:33:06,Wrong Item
801654,502656,2022-09-29 12:51:06,nan
801655,506167,2024-08-30 05:18:53,Wrong Item
801656,509060,2024-04-10 19:26:11,WRONG ITEM
801657,506297,2023-08-31 03:22:28,nan
801658,511040,2023-05-10 00:15:20,Changed Mind
801659,513431,2022-07-16 07:42:57,Wrong Item
801660,517561,2023-04-12 07:20:52,Defective
801661,529526,2024-03-28 13:16:49,nan
801662,501956,2022-07-08 18:31:26,Changed Mind
801663,509728,2022-08-24 10:31:14,WRONG ITEM
801664,515054,2022-11-26 05:25:18,defective
801665,526168,2023-09-26 07:22:56,Defective
801666,504325,2023-04-28 07:42:07,nan
801667,541384,2023-08-25 18:45:00,Defective
801668,521222,2022-10-17 15:55:29,Changed Mind
801669,506461,2023-08-07 15:16:17,Defective
801670,515377,2024-08-24 08:11:02,nan
801671,526310,2022-08-26 02:20:55,nan
801672,520308,2022-04-16 07:05:02,defective
801673,541568,2024-04-08 07:50:22,Wrong Item
801674,501233,2024-05-24 10:35:02,defective
801675,529318,2024-03-27 16:02:39,Changed Mind
801676,508759,2024-05-18 22:26:29,Defective
801677,527574,2024-10-28 03:56:59,defective
801678,508519,2022-01-09 16:31:35,Wrong Item
801679,538554,2024-11-16 11:52:09,Changed Mind
801680,531506,2022-03-27 12:39:51,nan
801681,510811,2023-07-31 01:35:18,Defective
801682,512877,2022-04-22 15:58:38,WRONG ITEM
801683,524677,2024-12-15 14:44:01,Changed Mind
801684,513253,2024-04-24 01:03:51,Defective
801685,509016,2023-01-18 00:10:42,WRONG ITEM
801686,543729,2022-02-14 01:33:27,Changed Mind
801687,528635,2023-10-27 15:13:30,Wrong Item
801688,502247,2022-04-25 20:45:51,nan
801689,503385,2024-10-25 11:19:21,Wrong Item
801690,505310,2024-12-25 17:25:51,Wrong Item
801691,534446,2023-11-26 23:02:03,nan
801692,507609,2023-03-25 01:11:49,defective
801693,538037,2023-10-13 07:55:55,Changed Mind
801694,511877,2023-06-01 03:58:31,Changed Mind
801695,530494,2024-05-14 23:14:02,WRONG ITEM
801696,510528,2024-11-23 19:46:15,Wrong Item
801697,502417,2022-02-05 14:33:51,WRONG ITEM
801698,511914,2023-06-10 17:32:59,Changed Mind
801699,523401,2023-12-30 04:10:04,Defective
801700,517119,2024-07-01 16:56:35,nan
801701,519995,2024-09-02 04:50:34,Defective
801702,530649,2024-10-19 13:08:08,Changed Mind
801703,549001,2023-05-02 05:42:59,nan
801704,522857,2023-12-13 16:11:42,Wrong Item
801705,529924,2024-04-12 21:21:27,WRONG ITEM
801706,547414,2023-08-02 15:18:24,nan
801707,511707,2022-10-24 11:07:03,nan
801708,508189,2024-08-07 00:18:58,defective
801709,513541,2023-12-04 10:42:39,nan
801710,505336,2024-02-07 12:59:17,WRONG ITEM
801711,513288,2024-10-17 12:23:27,Changed Mind
801712,523651,2022-03-12 21:07:19,defective
801713,538960,2024-12-17 04:09:33,WRONG ITEM
801714,543444,2023-12-23 06:21:09,Defective
801715,502780,2023-12-04 01:39:10,defective
801716,520283,2023-06-08 08:47:11,Changed Mind
801717,523743,2024-11-27 23:05:54,Defective
801718,544780,2024-03-27 02:42:27,Changed Mind
801719,538357,2023-05-03 22:13:22,nan
801720,528533,2024-08-28 20:40:05,Defective
801721,500239,2024-12-04 17:21:30,Changed Mind
801722,516344,2024-09-09 23:03:03,Changed Mind
801723,542767,2023-03-30 06:12:01,Defective
801724,513317,2022-09-29 11:01:38,Defective
801725,517289,2024-05-03 19:51:02,Wrong Item
801726,527581,2022-01-30 06:10:29,Changed Mind
801727,507087,2022-04-21 00:33:15,nan
801728,543738,2023-02-06 00:37:27,Changed Mind
801729,546583,2024-03-05 21:48:57,Wrong Item
801730,525957,2023-03-02 14:21:46,Defective
801731,529316,2022-01-16 16:18:57,Wrong Item
801732,544100,2024-05-14 07:34:28,Changed Mind
801733,543506,2022-05-02 23:30:13,WRONG ITEM
801734,513032,2024-04-01 22:15:50,Changed Mind
801735,501935,2024-02-28 02:10:54,WRONG ITEM
801736,539012,2023-08-14 22:49:08,nan
801737,536494,2023-03-03 12:59:36,Wrong Item
801738,513682,2024-12-28 17:22:26,Changed Mind
801739,504396,2024-07-06 03:50:38,Defective
801740,519822,2023-07-04 10:25:38,nan
801741,528378,2024-07-04 09:55:57,Wrong Item
801742,523577,2023-01-07 05:11:38,Wrong Item
801743,514453,2024-08-03 16:53:32,Defective
801744,516964,2024-03-13 17:24:09,Changed Mind
801745,540486,2023-12-24 00:50:00,nan
801746,528729,2022-10-16 17:02:59,WRONG ITEM
801747,531711,2023-06-06 16:45:15,defective
801748,537549,2022-10-16 13:10:00,defective
801749,542663,2024-04-03 10:14:23,Changed Mind
801750,545642,2023-12-21 20:34:00,WRONG ITEM
801751,534361,2023-01-16 20:47:08,defective
801752,507996,2023-08-08 04:52:04,WRONG ITEM
801753,536752,2022-10-14 07:42:01,WRONG ITEM
801754,506178,2024-04-13 09:39:00,Changed Mind
801755,519158,2023-05-21 05:25:38,Defective
801756,517788,2022-06-26 12:35:05,Changed Mind
801757,501719,2024-02-03 10:12:49,Wrong Item
801758,507065,2022-10-11 23:42:15,Wrong Item
801759,536416,2023-10-11 16:12:27,Changed Mind
801760,506401,2024-04-13 00:51:52,defective
801761,522662,2022-12-10 14:49:43,WRONG ITEM
801762,529108,2023-06-26 18:29:04,WRONG ITEM
801763,530053,2023-08-27 23:58:49,WRONG ITEM
801764,504002,2022-05-30 05:10:07,nan
801765,533831,2022-01-19 11:52:02,Wrong Item
801766,538956,2023-07-22 00:36:30,Wrong Item
801767,506100,2022-02-11 02:17:24,Defective
801768,531317,2023-11-16 20:18:52,defective
801769,511495,2022-05-19 18:50:31,Wrong Item
801770,502198,2022-02-27 11:52:59,Wrong Item
801771,544358,2022-11-23 18:55:59,nan
801772,504188,2024-09-07 20:15:19,Changed Mind
801773,548621,2023-02-06 04:19:16,Wrong Item
801774,529918,2022-08-23 15:34:12,nan
801775,500785,2022-07-27 16:03:47,WRONG ITEM
801776,511494,2023-10-24 07:17:05,Changed Mind
